N	x	y
10172	-12	120
10173	-12	-55
10174	-67	-51
10175	74	30
10176	-42	83
10177	-31	-34
10178	65	51
10179	-10	134
10180	-36	-114
10181	-90	34
10182	1	135
10183	0	140
10184	-90	35
10185	-25	94
10186	2	135
10187	16	-38
10188	-2	138
10189	-1	139
10190	-27	-119
10191	103	-40
10192	105	17
10193	36	-69
10194	65	52
10195	-116	30
10196	111	-37
10197	-133	20
10198	-22	-118
10199	-32	-112
10200	-57	-40
10201	-115	30
10202	29	-66
10203	1	139
10204	-123	7
10205	76	-59
10206	-40	41
10207	32	-82
10208	-11	134
10209	16	-101
10210	-83	-28
10211	68	40
10212	121	-24
10213	118	-4
10214	106	16
10215	-33	-75
10216	-128	10
10217	81	-42
10218	19	100
10219	102	19
10220	109	-35
10221	-110	-10
10222	-47	58
10223	-127	23
10224	-134	20
10225	101	19
10226	-60	-43
10227	19	100
10228	109	-38
10229	110	-38
10230	-25	113
10231	81	-36
10232	-3	132
10233	-111	-28
10234	-28	79
10235	-90	36
10236	-21	-118
10237	-135	20
10238	-28	-105
10239	72	-62
10240	-28	-118
10241	-84	-26
10242	-130	11
10243	73	-61
10244	-35	-105
10245	113	-16
10246	121	-26
10247	-37	-113
10248	-14	-16
10249	-135	20
10250	61	58
10251	77	24
10252	-26	118
10253	114	-27
10254	20	100
10255	17	92
10256	-134	16
10257	-27	-120
10258	-109	-27
10259	-127	24
10260	-115	27
10261	103	13
10262	81	-35
10263	-67	-52
10264	-3	84
10265	-43	83
10266	8	128
10267	70	41
10268	106	-39
10269	-50	61
10270	-117	-22
10271	36	-70
10272	-8	131
10273	-45	79
10274	119	-7
10275	-127	24
10276	-91	32
10277	-34	-103
10278	121	-23
10279	82	-53
10280	-33	99
10281	17	92
10282	38	54
10283	-91	31
10284	-68	16
10285	28	69
10286	-37	-113
10287	-12	134
10288	-131	11
10289	-132	20
10290	-116	-2
10291	73	30
10292	-1	25
10293	24	36
10294	-34	99
10295	-33	-81
10296	-43	20
10297	-66	-50
10298	-25	115
10299	-37	-87
10300	-77	-27
10301	66	51
10302	31	-37
10303	17	101
10304	-61	52
10305	-83	-29
10306	-135	21
10307	-12	121
10308	30	-88
10309	15	102
10310	106	16
10311	1	140
10312	122	-23
10313	1	141
10314	-37	-114
10315	106	-39
10316	-119	-17
10317	-54	-54
10318	-76	-28
10319	1	141
10320	-127	24
10321	-2	89
10322	38	73
10323	-85	35
10324	-107	23
10325	81	-54
10326	-7	54
10327	69	-53
10328	-135	17
10329	122	-25
10330	-13	120
10331	-98	-6
10332	19	97
10333	27	-87
10334	-38	-113
10335	-121	5
10336	16	103
10337	-128	20
10338	-84	-25
10339	-34	-75
10340	-92	31
10341	-3	137
10342	76	-59
10343	108	4
10344	83	4
10345	57	-14
10346	-29	-114
10347	-12	135
10348	17	-101
10349	-57	52
10350	-5	22
10351	74	30
10352	-132	14
10353	-36	-105
10354	-75	-24
10355	38	75
10356	59	58
10357	-36	-114
10358	-55	-54
10359	121	-22
10360	91	16
10361	-22	-113
10362	-135	22
10363	-98	28
10364	1	141
10365	-22	-119
10366	1	141
10367	-38	-112
10368	35	52
10369	29	73
10370	-58	63
10371	-72	20
10372	-117	-23
10373	17	91
10374	-25	120
10375	123	-23
10376	-33	-90
10377	11	-101
10378	6	109
10379	-20	-118
10380	10	-101
10381	118	0
10382	-29	41
10383	-43	83
10384	-12	134
10385	-46	79
10386	-17	-99
10387	-38	-114
10388	-25	117
10389	8	113
10390	-34	78
10391	109	-11
10392	-135	20
10393	-36	-106
10394	65	52
10395	-34	-81
10396	20	100
10397	67	47
10398	-132	14
10399	-90	37
10400	-26	117
10401	-33	33
10402	-66	-24
10403	41	12
10404	-53	-55
10405	61	58
10406	-130	10
10407	17	-100
10408	99	-37
10409	111	-37
10410	-67	-53
10411	-78	-25
10412	-45	75
10413	-17	117
10414	39	75
10415	-3	137
10416	8	115
10417	-112	-28
10418	-79	-11
10419	12	74
10420	71	41
10421	-90	37
10422	47	-2
10423	103	-40
10424	32	-84
10425	114	-28
10426	-37	-86
10427	-13	120
10428	-47	-27
10429	112	-37
10430	71	-45
10431	8	126
10432	64	-18
10433	102	-40
10434	-120	-17
10435	-21	51
10436	30	-81
10437	-23	76
10438	-61	59
10439	-118	-16
10440	99	17
10441	31	-88
10442	106	16
10443	-121	-17
10444	-126	24
10445	-34	-106
10446	-29	89
10447	121	-5
10448	-83	21
10449	72	-63
10450	-25	112
10451	30	-89
10452	20	101
10453	-39	-112
10454	-33	-90
10455	-51	60
10456	-34	-75
10457	-39	-114
10458	35	64
10459	12	31
10460	109	-30
10461	8	-17
10462	113	-37
10463	40	75
10464	-123	6
10465	-126	25
10466	82	-42
10467	-7	135
10468	-136	20
10469	2	135
10470	-18	-105
10471	70	42
10472	121	-21
10473	61	59
10474	-47	79
10475	-83	-29
10476	67	51
10477	-117	-24
10478	-37	-3
10479	-66	-46
10480	-7	-44
10481	33	-83
10482	18	93
10483	71	26
10484	-40	-114
10485	32	-88
10486	-41	-114
10487	-38	-111
10488	16	-101
10489	-135	19
10490	70	-61
10491	-58	63
10492	32	-10
10493	-47	80
10494	-121	-17
10495	-115	-4
10496	9	35
10497	-67	-53
10498	-47	58
10499	121	-21
10500	82	-53
10501	-133	14
10502	-16	-99
10503	16	-48
10504	-23	-119
10505	97	17
10506	-116	30
10507	54	49
10508	-21	-110
10509	-113	-28
10510	73	-63
10511	2	141
10512	-26	103
10513	74	31
10514	30	-90
10515	-42	-114
10516	118	0
10517	-124	6
10518	20	58
10519	36	75
10520	-125	11
10521	15	48
10522	-42	-115
10523	11	-101
10524	-12	136
10525	-51	61
10526	-33	95
10527	69	-60
10528	95	18
10529	-38	62
10530	-42	-116
10531	-66	-46
10532	-113	-29
10533	8	129
10534	101	20
10535	-130	10
10536	-25	115
10537	-37	-87
10538	-26	102
10539	-25	121
10540	-34	100
10541	86	20
10542	64	40
10543	111	3
10544	20	102
10545	5	-97
10546	-35	-81
10547	-118	-23
10548	75	22
10549	-32	100
10550	68	-60
10551	-126	25
10552	109	-34
10553	-115	-24
10554	-33	32
10555	41	75
10556	-38	-86
10557	71	-39
10558	122	-5
10559	-26	121
10560	59	45
10561	78	12
10562	-32	92
10563	-39	79
10564	-36	-114
10565	-118	28
10566	0	3
10567	123	-5
10568	41	76
10569	102	-40
10570	-26	-120
10571	-10	135
10572	37	-55
10573	9	129
10574	3	141
10575	-15	110
10576	20	102
10577	9	129
10578	61	60
10579	-98	29
10580	61	61
10581	74	32
10582	7	126
10583	-20	-118
10584	72	-64
10585	116	0
10586	-118	-24
10587	-49	45
10588	-89	36
10589	37	-62
10590	123	-6
10591	-43	-115
10592	62	45
10593	51	54
10594	-11	136
10595	-42	-48
10596	-36	-115
10597	74	24
10598	21	102
10599	-135	23
10600	-34	-90
10601	-136	17
10602	-4	-84
10603	-25	122
10604	34	-83
10605	-27	118
10606	1	17
10607	15	-20
10608	67	49
10609	-17	117
10610	-112	-29
10611	-22	-5
10612	-28	-120
10613	-122	-17
10614	106	16
10615	118	1
10616	122	-25
10617	8	116
10618	-136	17
10619	-118	29
10620	102	19
10621	110	-11
10622	-30	-112
10623	-59	62
10624	61	61
10625	56	-37
10626	15	-100
10627	-36	-81
10628	-20	-114
10629	-128	10
10630	67	46
10631	-41	-113
10632	6	-13
10633	-26	-121
10634	37	-63
10635	-21	-111
10636	-12	121
10637	22	-58
10638	-44	-115
10639	-135	23
10640	71	41
10641	-66	-45
10642	78	24
10643	-34	19
10644	-117	-25
10645	-26	121
10646	-29	-120
10647	-13	-93
10648	20	102
10649	-53	-26
10650	36	-68
10651	-115	31
10652	62	57
10653	10	129
10654	-130	10
10655	112	-36
10656	-22	-120
10657	-124	6
10658	2	135
10659	-18	69
10660	-59	62
10661	8	117
10662	-122	-16
10663	-121	-18
10664	-31	59
10665	-130	10
10666	2	-57
10667	101	-40
10668	124	-6
10669	-29	-118
10670	-132	13
10671	-131	11
10672	-85	35
10673	-135	23
10674	-39	-115
10675	-122	-15
10676	-131	10
10677	27	-14
10678	9	130
10679	-16	-100
10680	124	-5
10681	-19	97
10682	-90	37
10683	-83	-30
10684	112	-36
10685	-41	-112
10686	-97	28
10687	-115	32
10688	-117	-26
10689	24	-72
10690	103	-41
10691	-42	72
10692	39	76
10693	-67	-53
10694	29	51
10695	-25	123
10696	3	142
10697	122	-6
10698	19	93
10699	-32	-113
10700	-38	-86
10701	94	-22
10702	3	142
10703	-59	49
10704	3	143
10705	-118	30
10706	-53	-56
10707	-92	-16
10708	105	17
10709	54	58
10710	22	102
10711	-31	100
10712	-42	-117
10713	-136	16
10714	17	-101
10715	-68	-52
10716	-28	118
10717	-36	-115
10718	-61	51
10719	68	48
10720	-19	-115
10721	35	-83
10722	-27	-88
10723	-126	25
10724	-123	-16
10725	42	75
10726	-48	-53
10727	-60	49
10728	-83	-30
10729	-123	-17
10730	99	-38
10731	-62	52
10732	-50	22
10733	-21	-120
10734	-42	-117
10735	-117	-2
10736	-54	35
10737	10	-102
10738	41	77
10739	-127	24
10740	-34	-102
10741	-21	-120
10742	-102	-27
10743	-26	122
10744	-136	23
10745	-125	24
10746	18	-100
10747	-137	17
10748	124	-4
10749	38	-62
10750	-132	11
10751	-137	17
10752	-67	-46
10753	-42	-118
10754	-127	25
10755	-43	-118
10756	-36	-115
10757	-64	-28
10758	35	-83
10759	-66	-52
10760	35	19
10761	36	-83
10762	123	-7
10763	114	-29
10764	103	-42
10765	-118	-25
10766	-44	-115
10767	-33	95
10768	-114	30
10769	74	33
10770	10	130
10771	42	76
10772	83	-53
10773	125	-5
10774	11	130
10775	-136	21
10776	83	-46
10777	-19	-114
10778	-36	-84
10779	-98	29
10780	114	-29
10781	-100	-25
10782	104	-40
10783	-98	30
10784	4	143
10785	81	-55
10786	3	144
10787	62	61
10788	60	61
10789	-11	-11
10790	-41	-118
10791	-43	84
10792	-58	-23
10793	100	20
10794	-61	59
10795	-97	28
10796	-33	-80
10797	79	-55
10798	-53	39
10799	3	145
10800	4	145
10801	0	123
10802	-92	30
10803	14	99
10804	122	-4
10805	-69	-52
10806	124	-7
10807	76	-60
10808	60	61
10809	70	40
10810	-33	92
10811	35	17
10812	19	-95
10813	119	0
10814	-11	137
10815	-113	-30
10816	12	1
10817	-34	95
10818	4	146
10819	-89	36
10820	103	19
10821	70	-62
10822	-10	-84
10823	122	-22
10824	-10	137
10825	-66	-52
10826	-133	11
10827	125	-7
10828	11	131
10829	76	16
10830	6	-98
10831	-136	24
10832	81	-56
10833	100	21
10834	-118	-15
10835	-61	49
10836	82	-41
10837	-48	-53
10838	40	-33
10839	113	-36
10840	-119	-23
10841	-78	-12
10842	117	2
10843	97	-9
10844	-59	48
10845	-34	-97
10846	3	145
10847	72	23
10848	73	-63
10849	-27	121
10850	114	-37
10851	10	-103
10852	-44	-114
10853	-44	-118
10854	-13	134
10855	114	-38
10856	-44	-118
10857	-33	94
10858	45	28
10859	37	-69
10860	100	-40
10861	-121	5
10862	-58	49
10863	-96	-18
10864	11	132
10865	-22	-120
10866	-39	80
10867	-45	-118
10868	-4	-85
10869	-109	-28
10870	5	143
10871	34	-71
10872	72	41
10873	20	98
10874	69	-62
10875	-6	-24
10876	-46	-118
10877	100	21
10878	-10	69
10879	-34	8
10880	36	-83
10881	85	20
10882	-61	-29
10883	-26	123
10884	-124	6
10885	50	-26
10886	-22	-121
10887	-28	121
10888	-34	-75
10889	-113	-31
10890	5	145
10891	99	-40
10892	112	-35
10893	-90	38
10894	38	-62
10895	-37	-84
10896	-21	-113
10897	-123	-17
10898	-61	53
10899	-137	17
10900	-46	-117
10901	-124	-16
10902	10	132
10903	-30	-120
10904	11	132
10905	23	102
10906	124	-23
10907	-100	25
10908	-23	-121
10909	125	-7
10910	-36	-104
10911	-36	-98
10912	9	128
10913	-119	27
10914	-136	18
10915	-38	-86
10916	-54	-55
10917	-31	-73
10918	-65	-49
10919	77	-59
10920	105	18
10921	75	29
10922	-28	121
10923	16	-102
10924	16	-103
10925	-34	94
10926	4	147
10927	78	25
10928	-84	-25
10929	-22	-121
10930	111	-38
10931	-24	121
10932	4	148
10933	-20	-118
10934	-92	32
10935	-125	17
10936	-47	78
10937	-69	-52
10938	-138	17
10939	-99	29
10940	5	147
10941	-126	25
10942	-124	5
10943	37	-46
10944	54	-43
10945	126	-5
10946	54	-43
10947	74	33
10948	-35	99
10949	60	62
10950	-67	-54
10951	-14	-16
10952	6	143
10953	24	102
10954	18	-99
10955	123	-25
10956	-114	-30
10957	10	132
10958	74	-60
10959	-47	-118
10960	-137	23
10961	109	-39
10962	-44	-114
10963	-35	-103
10964	0	127
10965	-101	-26
10966	64	11
10967	-41	-119
10968	-11	0
10969	36	-83
10970	11	132
10971	-25	124
10972	9	-103
10973	-120	27
10974	-25	124
10975	19	-100
10976	-1	-62
10977	-126	26
10978	-70	-52
10979	-43	85
10980	-125	5
10981	-125	-16
10982	19	92
10983	-13	136
10984	9	132
10985	115	-37
10986	-20	-118
10987	39	77
10988	-112	-30
10989	-116	-25
10990	-65	-52
10991	2	47
10992	-134	14
10993	-47	-53
10994	-113	-32
10995	-89	-14
10996	-35	-115
10997	-6	4
10998	-38	-87
10999	-44	83
11000	62	59
11001	-19	-118
11002	-51	11
11003	124	-22
11004	-31	-73
11005	48	42
11006	102	20
11007	9	124
11008	-91	-11
11009	-121	27
11010	-46	-119
11011	-19	-119
11012	-12	137
11013	-101	-21
11014	106	16
11015	-44	84
11016	-12	138
11017	-118	-2
11018	-34	-17
11019	-35	100
11020	12	131
11021	-125	-15
11022	36	28
11023	4	48
11024	84	-53
11025	-90	38
11026	124	-21
11027	-115	33
11028	32	-89
11029	99	-32
11030	-101	24
11031	54	56
11032	123	-26
11033	-45	84
11034	-115	-30
11035	-106	24
11036	19	-99
11037	12	132
11038	-48	80
11039	-90	38
11040	-84	35
11041	106	18
11042	0	61
11043	7	143
11044	-62	52
11045	110	-17
11046	-12	84
11047	-13	134
11048	39	77
11049	27	27
11050	-31	-73
11051	-125	-14
11052	41	78
11053	-2	-36
11054	22	103
11055	-63	52
11056	76	-61
11057	-20	-111
11058	118	-26
11059	-73	20
11060	61	62
11061	3	135
11062	111	3
11063	-68	-46
11064	127	-5
11065	-100	25
11066	-26	113
11067	11	-103
11068	-136	15
11069	17	-30
11070	105	19
11071	128	-5
11072	-26	-122
11073	-46	-120
11074	125	-8
11075	-41	-119
11076	-8	-94
11077	14	-82
11078	-18	-106
11079	-22	17
11080	72	-65
11081	15	-69
11082	-130	9
11083	-52	-55
11084	-1	111
11085	33	-88
11086	-45	84
11087	99	21
11088	9	117
11089	-20	-120
11090	-17	-105
11091	-36	-106
11092	-118	-26
11093	-41	-112
11094	8	143
11095	71	26
11096	123	-27
11097	17	-101
11098	25	102
11099	-136	25
11100	-135	25
11101	-20	-121
11102	-126	-16
11103	41	79
11104	-124	4
11105	75	31
11106	-52	47
11107	70	-49
11108	20	-100
11109	61	63
11110	-31	-120
11111	42	78
11112	73	41
11113	2	145
11114	-116	32
11115	-27	117
11116	-22	-122
11117	-114	33
11118	9	132
11119	115	-38
11120	-39	-37
11121	62	61
11122	-30	-121
11123	71	-65
11124	-13	137
11125	-18	-118
11126	62	63
11127	117	2
11128	20	-95
11129	-109	-29
11130	-137	16
11131	105	20
11132	-66	-44
11133	129	-5
11134	123	-27
11135	-1	139
11136	-115	34
11137	-84	-29
11138	76	31
11139	9	143
11140	120	-27
11141	129	-5
11142	-137	23
11143	-67	-11
11144	87	20
11145	-28	121
11146	-68	-48
11147	3	-52
11148	111	-39
11149	128	-6
11150	-21	84
11151	-14	136
11152	-58	64
11153	-45	-114
11154	110	-29
11155	-18	0
11156	-26	-123
11157	-20	-99
11158	-26	113
11159	-46	-114
11160	-121	-19
11161	-119	30
11162	-133	10
11163	28	-60
11164	119	1
11165	80	3
11166	99	-26
11167	-69	-48
11168	2	145
11169	-19	-63
11170	-37	-106
11171	-67	-55
11172	120	1
11173	-138	23
11174	-22	118
11175	-66	-46
11176	-106	25
11177	10	143
11178	-14	137
11179	117	3
11180	-109	26
11181	-15	136
11182	-89	38
11183	-11	27
11184	-113	33
11185	-135	26
11186	-29	121
11187	-21	-62
11188	43	39
11189	38	-61
11190	108	-15
11191	-26	123
11192	99	-41
11193	-52	-31
11194	-116	-30
11195	1	106
11196	94	-31
11197	-30	121
11198	89	-29
11199	-63	52
11200	-25	124
11201	103	-42
11202	-38	-88
11203	-134	14
11204	-14	137
11205	-117	-30
11206	-88	38
11207	62	56
11208	-45	-50
11209	39	78
11210	-46	-114
11211	17	-101
11212	53	-8
11213	124	-27
11214	36	-82
11215	114	-39
11216	-126	-16
11217	77	-61
11218	-116	-31
11219	31	-90
11220	-118	-26
11221	81	-57
11222	34	-82
11223	20	103
11224	-113	34
11225	99	22
11226	71	-38
11227	-19	96
11228	-5	46
11229	9	123
11230	-46	75
11231	125	-21
11232	-118	-26
11233	-46	-120
11234	-126	-17
11235	-26	124
11236	-22	-123
11237	116	2
11238	-42	85
11239	-31	-34
11240	-118	-30
11241	-126	-15
11242	-109	-29
11243	20	-99
11244	-89	39
11245	-41	-120
11246	-85	32
11247	53	56
11248	70	42
11249	-1	61
11250	43	76
11251	-87	13
11252	-15	-100
11253	19	-101
11254	99	22
11255	-126	-14
11256	10	124
11257	-22	-123
11258	-19	-117
11259	70	-65
11260	36	-81
11261	-138	22
11262	8	75
11263	103	-42
11264	-63	53
11265	16	-55
11266	10	144
11267	68	51
11268	-118	-31
11269	6	144
11270	-122	27
11271	26	102
11272	-11	121
11273	76	32
11274	-60	60
11275	-135	27
11276	-55	-5
11277	-25	104
11278	-44	-113
11279	64	2
11280	-50	62
11281	44	76
11282	125	-21
11283	-30	122
11284	124	-25
11285	99	22
11286	-22	-123
11287	2	48
11288	-136	27
11289	-67	-56
11290	-112	33
11291	115	-39
11292	-50	40
11293	119	2
11294	-115	35
11295	6	147
11296	84	-46
11297	-20	-121
11298	4	148
11299	-139	22
11300	-111	33
11301	5	15
11302	-35	94
11303	20	-93
11304	73	40
11305	73	39
11306	118	-23
11307	-46	-113
11308	-64	53
11309	-4	33
11310	61	64
11311	-119	-16
11312	-27	-123
11313	72	42
11314	115	-29
11315	4	148
11316	105	20
11317	-46	-120
11318	-2	-67
11319	62	1
11320	72	30
11321	-12	139
11322	-118	-15
11323	27	102
11324	10	45
11325	4	148
11326	36	-80
11327	28	102
11328	15	-103
11329	-114	-32
11330	-48	-118
11331	29	102
11332	13	131
11333	117	4
11334	9	-104
11335	-36	-104
11336	63	61
11337	-31	121
11338	-27	-124
11339	32	10
11340	15	-103
11341	-37	15
11342	41	-29
11343	42	79
11344	20	-101
11345	-46	84
11346	30	102
11347	-127	-16
11348	82	-57
11349	74	40
11350	3	148
11351	33	-89
11352	81	-58
11353	-27	-124
11354	59	62
11355	7	147
11356	34	-17
11357	124	-28
11358	-77	2
11359	100	22
11360	-27	-124
11361	-67	-57
11362	-138	21
11363	64	-22
11364	20	-102
11365	99	-42
11366	73	41
11367	6	148
11368	-36	71
11369	31	-37
11370	-131	9
11371	-119	-31
11372	-12	133
11373	68	-45
11374	-16	136
11375	128	-7
11376	10	143
11377	-137	20
11378	124	-28
11379	78	-51
11380	126	-21
11381	-119	-23
11382	-140	22
11383	-47	84
11384	45	30
11385	57	58
11386	-27	113
11387	64	-7
11388	-26	116
11389	-118	-32
11390	2	148
11391	-85	36
11392	102	21
11393	-25	125
11394	127	-21
11395	-38	-25
11396	-47	-28
11397	-118	-33
11398	2	149
11399	-42	-119
11400	-29	-77
11401	90	10
11402	122	-27
11403	-137	16
11404	127	-4
11405	-45	52
11406	-66	-43
11407	-48	-119
11408	-100	29
11409	73	-63
11410	30	-91
11411	-28	-124
11412	43	77
11413	-118	-2
11414	106	19
11415	-138	18
11416	37	-83
11417	-124	4
11418	-26	-124
11419	-31	121
11420	4	149
11421	124	-29
11422	71	-66
11423	5	123
11424	-30	122
11425	-127	-16
11426	-21	108
11427	21	-101
11428	-119	-31
11429	-127	-16
11430	-113	35
11431	125	-25
11432	63	59
11433	-30	-121
11434	-71	-52
11435	62	63
11436	44	-42
11437	3	90
11438	-89	40
11439	-128	-16
11440	-51	60
11441	-72	-52
11442	107	16
11443	-26	-124
11444	-126	27
11445	12	130
11446	11	19
11447	63	59
11448	-18	-118
11449	76	31
11450	-113	35
11451	98	21
11452	-75	-28
11453	22	-101
11454	-28	-125
11455	-118	-34
11456	-126	-13
11457	-21	-123
11458	8	-103
11459	-64	-29
11460	26	-33
11461	-27	124
11462	-128	-16
11463	-26	-124
11464	-140	21
11465	-40	7
11466	-46	-121
11467	3	136
11468	-28	113
11469	-48	84
11470	-138	24
11471	6	-99
11472	-141	21
11473	-20	-107
11474	-18	-114
11475	83	-47
11476	-39	80
11477	6	149
11478	-11	139
11479	6	150
11480	-10	127
11481	-31	121
11482	17	-34
11483	-67	-57
11484	-68	-57
11485	10	142
11486	120	1
11487	-44	17
11488	-91	37
11489	129	-6
11490	7	20
11491	102	22
11492	-136	27
11493	-132	9
11494	116	-39
11495	39	-61
11496	-69	-57
11497	34	-88
11498	66	-20
11499	9	115
11500	-131	8
11501	-47	85
11502	71	-67
11503	8	144
11504	-11	140
11505	-89	41
11506	20	-102
11507	-27	-125
11508	-36	100
11509	-17	-118
11510	-7	27
11511	37	-55
11512	29	-43
11513	-49	84
11514	120	-28
11515	120	1
11516	11	142
11517	1	148
11518	15	99
11519	-142	21
11520	-38	-89
11521	74	40
11522	-28	-125
11523	-34	-75
11524	-120	-31
11525	-101	-27
11526	6	151
11527	125	-26
11528	-135	27
11529	9	1
11530	-46	-117
11531	119	-7
11532	30	101
11533	103	-16
11534	-27	116
11535	-49	85
11536	-74	0
11537	-63	0
11538	-23	-123
11539	-16	136
11540	100	23
11541	-41	-48
11542	68	-62
11543	-29	-124
11544	-125	4
11545	-18	-113
11546	22	-101
11547	71	-68
11548	-103	19
11549	36	75
11550	118	3
11551	-46	-121
11552	66	40
11553	129	-5
11554	10	141
11555	-35	-75
11556	12	133
11557	16	-103
11558	-84	27
11559	37	-83
11560	16	21
11561	30	102
11562	77	-25
11563	127	-20
11564	22	-101
11565	8	-103
11566	-118	29
11567	-113	-33
11568	130	-5
11569	-67	-58
11570	-123	-18
11571	81	-15
11572	98	21
11573	10	145
11574	105	21
11575	-122	27
11576	103	-43
11577	-142	21
11578	17	-103
11579	-136	15
11580	13	-20
11581	125	-26
11582	106	20
11583	31	102
11584	106	20
11585	45	76
11586	-143	21
11587	-27	122
11588	2	150
11589	129	-6
11590	-136	28
11591	69	-53
11592	113	-35
11593	44	75
11594	130	-5
11595	-136	27
11596	10	141
11597	-72	-52
11598	6	152
11599	-117	-33
11600	-14	137
11601	-61	60
11602	11	144
11603	-119	31
11604	-15	-101
11605	-137	27
11606	-124	-14
11607	-101	-28
11608	-48	-120
11609	64	61
11610	-39	8
11611	77	32
11612	46	76
11613	-49	-119
11614	-14	-89
11615	11	-103
11616	-17	136
11617	-13	139
11618	22	-102
11619	-12	140
11620	-44	-113
11621	-88	38
11622	83	-54
11623	7	-13
11624	114	-35
11625	7	152
11626	67	44
11627	-66	-56
11628	-16	137
11629	77	32
11630	-69	1
11631	-28	-126
11632	117	-39
11633	-46	-122
11634	5	-98
11635	33	-90
11636	20	103
11637	107	15
11638	121	1
11639	84	-54
11640	127	-22
11641	15	56
11642	-53	39
11643	-10	140
11644	31	103
11645	-47	-117
11646	31	0
11647	-39	-88
11648	127	-3
11649	105	22
11650	-127	27
11651	-128	-16
11652	-50	85
11653	-69	-57
11654	-118	-30
11655	-82	-30
11656	-54	-26
11657	-127	-13
11658	-137	27
11659	32	65
11660	56	57
11661	71	-40
11662	-121	-31
11663	12	130
11664	-55	-53
11665	71	-69
11666	105	23
11667	54	59
11668	125	-28
11669	117	5
11670	118	-39
11671	118	-40
11672	-132	8
11673	-30	120
11674	63	63
11675	-20	-123
11676	-31	122
11677	68	46
11678	-39	-87
11679	-103	3
11680	-119	-33
11681	-11	-49
11682	2	150
11683	36	-71
11684	30	103
11685	115	-36
11686	69	-63
11687	-119	-23
11688	-30	-34
11689	-70	-57
11690	12	133
11691	-27	114
11692	-98	31
11693	-60	62
11694	121	1
11695	34	67
11696	45	30
11697	-66	-56
11698	-25	125
11699	107	20
11700	-28	-127
11701	-25	-124
11702	-30	119
11703	-50	-119
11704	114	-40
11705	-37	-81
11706	37	-69
11707	-119	-34
11708	-25	126
11709	27	-15
11710	71	-69
11711	30	-91
11712	8	123
11713	-28	97
11714	-40	-88
11715	-135	27
11716	42	25
11717	-119	-35
11718	72	43
11719	-84	-29
11720	-40	-87
11721	-113	35
11722	98	-42
11723	19	57
11724	34	-90
11725	0	148
11726	17	-103
11727	9	-104
11728	119	-39
11729	-11	141
11730	98	-43
11731	-37	100
11732	-65	-56
11733	-113	36
11734	11	124
11735	77	-62
11736	16	-104
11737	-50	-120
11738	28	72
11739	100	24
11740	-51	18
11741	-119	-26
11742	-64	53
11743	-12	-54
11744	-28	-9
11745	-124	-18
11746	4	-50
11747	-69	-58
11748	74	40
11749	-75	9
11750	8	147
11751	131	-5
11752	-126	28
11753	-118	-34
11754	98	-44
11755	118	-40
11756	11	142
11757	-46	-122
11758	-112	36
11759	-122	-31
11760	-28	-128
11761	8	147
11762	103	-43
11763	-21	-124
11764	130	-4
11765	-60	63
11766	28	72
11767	-17	136
11768	-111	-16
11769	-139	24
11770	-142	20
11771	-70	-58
11772	-65	-56
11773	-19	-119
11774	-37	99
11775	109	-39
11776	34	-88
11777	8	152
11778	105	24
11779	-2	138
11780	-31	119
11781	128	-22
11782	20	-71
11783	106	21
11784	-19	53
11785	60	-2
11786	102	-43
11787	-126	-13
11788	-129	-16
11789	-58	64
11790	115	-40
11791	104	-39
11792	73	42
11793	-17	135
11794	-51	-119
11795	-26	3
11796	85	20
11797	-13	139
11798	9	152
11799	-85	37
11800	-87	-20
11801	-17	134
11802	128	-7
11803	117	6
11804	36	-71
11805	10	152
11806	42	80
11807	-17	-118
11808	106	22
11809	-90	40
11810	34	-91
11811	42	80
11812	9	153
11813	-29	-34
11814	9	-105
11815	-123	-31
11816	-67	-58
11817	124	-4
11818	12	133
11819	-32	121
11820	9	151
11821	-8	-95
11822	17	90
11823	115	-41
11824	31	101
11825	76	-14
11826	30	104
11827	-17	-117
11828	-51	-118
11829	25	103
11830	2	151
11831	-69	-46
11832	43	33
11833	-24	126
11834	37	-84
11835	-69	-59
11836	-122	28
11837	-113	37
11838	129	-22
11839	-21	-125
11840	14	20
11841	38	-69
11842	22	-102
11843	-46	-122
11844	118	5
11845	94	17
11846	-42	86
11847	-128	-15
11848	11	88
11849	99	-44
11850	-140	20
11851	-138	16
11852	65	52
11853	-39	35
11854	-31	122
11855	11	123
11856	-24	-10
11857	-36	94
11858	-27	124
11859	-128	-13
11860	-123	27
11861	71	-69
11862	22	-101
11863	44	-10
11864	-122	28
11865	124	-29
11866	-31	118
11867	-130	-16
11868	-140	23
11869	-139	18
11870	-115	-4
11871	72	-69
11872	-133	9
11873	47	-9
11874	-48	-120
11875	44	75
11876	-71	-53
11877	-11	142
11878	-71	-51
11879	-62	59
11880	-69	-60
11881	-137	28
11882	-52	47
11883	-96	-19
11884	83	-57
11885	-28	-128
11886	11	152
11887	11	142
11888	11	89
11889	-144	21
11890	4	-97
11891	100	24
11892	7	128
11893	-54	-56
11894	8	118
11895	129	-22
11896	88	20
11897	116	-40
11898	-24	22
11899	-88	38
11900	-17	-116
11901	-71	-53
11902	11	152
11903	84	-45
11904	-69	-46
11905	-28	-128
11906	10	-105
11907	39	-69
11908	-10	-54
11909	85	-54
11910	119	-38
11911	118	-41
11912	115	-42
11913	-38	100
11914	-144	21
11915	106	24
11916	-43	86
