N	x0	y0	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12	x13	y13	x14	y14	x15	y15	x16	y16	x17	y17	x18	y18	x19	y19	x^2	y^2	x^2+y^2
152	-2.924452139e-01	-1.726710850e+00	7.524188704e-01	-9.960454080e-01	-9.429742317e-01	2.320879601e-01	1.121732726e+00	-3.380736463e-01	1.462745136e+00	1.575039703e-01	1.561769014e+00	-4.481817514e-01	5.830733685e-01	3.141039494e-01	-7.565255715e-01	1.747204536e-01	-1.926256602e+00	1.205295045e+00	1.023888027e+00	1.386065159e+00	8.432280292e-01	7.334859893e-01	-4.727692363e-01	-1.732554424e+00	-3.593220863e-01	6.736950485e-01	-1.498546964e+00	1.421179194e+00	-7.071807165e-01	1.413697452e+00	7.670387839e-01	-1.679159697e+00	2.497324574e+00	1.134109612e+00	-2.216115594e+00	4.452141988e-01	6.123380546e-01	-2.343170366e-01	-5.399935324e-01	6.287014601e-01	1.463055374e+00	1.031832051e+00	2.494887425e+00
153	-3.108995426e-01	-2.886133134e-01	7.524188704e-01	-9.960454080e-01	5.850078741e-01	6.273400301e-01	-5.698756088e-01	4.006434632e-01	-2.788908335e-01	-1.182383258e-01	1.561769014e+00	-4.481817514e-01	5.830733685e-01	3.141039494e-01	-1.836163111e-02	-5.039341364e-01	-1.926256602e+00	1.205295045e+00	1.258924774e+00	-3.513274374e-01	8.432280292e-01	7.334859893e-01	-2.183080261e+00	7.005913314e-02	-3.593220863e-01	6.736950485e-01	-1.479160242e+00	4.538192611e-01	-1.309157077e+00	-4.029922639e-01	7.670387839e-01	-1.679159697e+00	2.446480276e+00	1.593996243e+00	-2.216115594e+00	4.452141988e-01	-3.700059072e-02	-6.892822681e-02	-3.023342858e-01	1.167658034e+00	1.528385282e+00	6.032511531e-01	2.131636435e+00
154	-5.659038111e-01	2.546461554e-01	1.269898890e+00	-1.909359436e+00	5.850078741e-01	6.273400301e-01	-7.155691562e-01	-1.070807572e+00	-2.788908335e-01	-1.182383258e-01	1.019889454e+00	7.820505389e-01	2.122533991e+00	-1.712099301e-01	-1.836163111e-02	-5.039341364e-01	-1.821342072e+00	1.303800694e+00	4.163741712e-01	1.500695866e+00	8.432280292e-01	7.334859893e-01	-8.223834782e-01	9.008822642e-01	2.617205791e-01	-6.222707115e-02	-1.479160242e+00	4.538192611e-01	-1.531093913e+00	1.104604121e+00	-1.062749473e+00	-1.530396034e+00	2.446480276e+00	1.593996243e+00	-1.756994418e+00	-9.051756931e-01	6.053241655e-01	-3.167500124e-01	-3.023342858e-01	1.167658034e+00	1.427441235e+00	1.002855625e+00	2.430296860e+00
155	-5.659038111e-01	2.546461554e-01	1.269898890e+00	-1.909359436e+00	5.850078741e-01	6.273400301e-01	-7.155691562e-01	-1.070807572e+00	-4.786528064e-01	1.682283106e+00	2.107458941e+00	1.562429437e+00	2.122533991e+00	-1.712099301e-01	-1.836163111e-02	-5.039341364e-01	-1.821342072e+00	1.303800694e+00	-3.716796138e-01	-3.192690679e-01	-9.572970111e-01	2.509134906e+00	-8.223834782e-01	9.008822642e-01	2.617205791e-01	-6.222707115e-02	-1.479160242e+00	4.538192611e-01	-1.437671024e+00	1.863092633e+00	7.257748084e-01	1.972056119e-01	1.823744958e+00	4.815106423e-01	1.926899597e-02	-4.598465147e-02	-9.781598234e-01	1.267848147e+00	-3.023342858e-01	1.167658034e+00	1.311799366e+00	1.331952130e+00	2.643751496e+00
156	-5.659038111e-01	2.546461554e-01	1.269898890e+00	-1.909359436e+00	5.850078741e-01	6.273400301e-01	-5.306307927e-01	-1.211732378e+00	1.406213902e-01	1.623704521e+00	2.107458941e+00	1.562429437e+00	1.899046159e+00	-1.931199040e+00	-1.836163111e-02	-5.039341364e-01	-1.821342072e+00	1.303800694e+00	-2.647418635e-01	-4.164991201e-01	-9.572970111e-01	2.509134906e+00	-8.223834782e-01	9.008822642e-01	2.617205791e-01	-6.222707115e-02	-1.479160242e+00	4.538192611e-01	4.130596725e-01	2.939162638e-01	2.342490362e-01	3.235520786e-01	1.823744958e+00	4.815106423e-01	1.926899597e-02	-4.598465147e-02	-9.781598234e-01	1.267848147e+00	1.093546773e+00	5.406067898e-01	1.178281684e+00	1.307435180e+00	2.485716864e+00
157	-2.031953274e+00	-4.386692065e-01	1.269898890e+00	-1.909359436e+00	1.324658600e-01	2.353708740e+00	-5.306307927e-01	-1.211732378e+00	1.406213902e-01	1.623704521e+00	1.081383762e+00	7.168928150e-01	1.899046159e+00	-1.931199040e+00	-1.836163111e-02	-5.039341364e-01	-1.821342072e+00	1.303800694e+00	-2.647418635e-01	-4.164991201e-01	-9.572970111e-01	2.509134906e+00	-4.183549816e-01	8.078240687e-01	2.617205791e-01	-6.222707115e-02	-4.840621162e-01	1.268013197e+00	6.681331661e-01	9.141232838e-01	-1.471545340e-01	6.737478204e-01	8.052585190e-01	1.779928364e+00	1.926899597e-02	-4.598465147e-02	-9.781598234e-01	1.267848147e+00	-3.686002751e-01	8.351756661e-01	8.913815716e-01	1.758918244e+00	2.650299815e+00
158	-2.031953274e+00	-4.386692065e-01	1.269898890e+00	-1.909359436e+00	-1.469229731e+00	1.855912716e+00	-6.058131495e-01	5.983958747e-01	-1.067447582e-01	1.340848443e+00	1.330234497e+00	-6.488154386e-01	1.899046159e+00	-1.931199040e+00	-1.836163111e-02	-5.039341364e-01	-2.703667013e-01	5.468515255e-01	-2.647418635e-01	-4.164991201e-01	-9.572970111e-01	2.509134906e+00	-7.170960401e-01	-3.331467965e-01	2.617205791e-01	-6.222707115e-02	8.168214771e-02	2.131856491e+00	-1.022229545e+00	-2.119599368e-01	-1.471545340e-01	6.737478204e-01	2.640145282e+00	-7.823915867e-02	1.926899597e-02	-4.598465147e-02	-9.781598234e-01	1.267848147e+00	-5.145726040e-01	2.278244840e+00	1.228134132e+00	1.628788694e+00	2.856922826e+00
159	-2.031953274e+00	-4.386692065e-01	1.269898890e+00	-1.909359436e+00	-3.510004030e-01	1.136227037e+00	-6.058131495e-01	5.983958747e-01	-1.067447582e-01	1.340848443e+00	1.148340465e+00	-2.541804165e+00	1.899046159e+00	-1.931199040e+00	-4.757174086e-01	1.175129689e-01	1.138628076e+00	-7.793312533e-02	5.277828135e-01	5.457472075e-01	2.995347862e-02	6.281151099e-01	4.614407616e-02	-1.356512053e+00	1.010367023e-01	1.123856057e+00	1.111023053e+00	8.644548427e-01	3.918877596e-01	1.657574811e+00	-1.471545340e-01	6.737478204e-01	1.990802128e+00	1.137161344e-02	1.926899597e-02	-4.598465147e-02	-9.781598234e-01	1.267848147e+00	-5.145726040e-01	2.278244840e+00	9.788781996e-01	1.601981506e+00	2.580859705e+00
160	-2.031953274e+00	-4.386692065e-01	2.872701873e-01	-2.149962420e+00	-1.000884380e+00	-2.637794518e-01	-6.058131495e-01	5.983958747e-01	-1.425600688e+00	7.292339035e-01	1.951035037e+00	-1.654134170e+00	1.899046159e+00	-1.931199040e+00	-2.931338651e-01	-1.600871251e+00	1.144455159e+00	-9.421503356e-01	5.277828135e-01	5.457472075e-01	2.995347862e-02	6.281151099e-01	-1.421364176e+00	3.228959799e-02	-1.009201852e+00	-6.555297563e-01	1.111023053e+00	8.644548427e-01	3.918877596e-01	1.657574811e+00	-1.471545340e-01	6.737478204e-01	1.425081838e+00	-4.495514083e-01	1.926899597e-02	-4.598465147e-02	-4.868314315e-01	1.624130716e+00	-1.940175525e+00	1.169958346e+00	1.359071418e+00	1.248652560e+00	2.607723978e+00
161	-2.031953274e+00	-4.386692065e-01	1.125891758e+00	-1.637222097e+00	2.661897453e-01	2.510497983e-01	-5.764716450e-01	-2.589379322e-01	-1.200796912e+00	1.806298358e+00	6.060976460e-01	1.831361639e-01	6.965994736e-01	-3.052646929e+00	-2.931338651e-01	-1.600871251e+00	1.012072508e+00	9.026458044e-01	1.286897025e-01	-1.216934717e-02	2.995347862e-02	6.281151099e-01	1.095139391e-01	-2.992254352e-01	-1.755450359e+00	9.458168566e-01	1.111023053e+00	8.644548427e-01	1.292562879e+00	1.043107047e-01	-1.471545340e-01	6.737478204e-01	1.425081838e+00	-4.495514083e-01	1.926899597e-02	-4.598465147e-02	-4.868314315e-01	1.624130716e+00	-1.126102376e-01	1.659737289e+00	8.761548984e-01	1.359154321e+00	2.235309220e+00
162	-2.031953274e+00	-4.386692065e-01	1.098542872e+00	-1.489951066e+00	2.661897453e-01	2.510497983e-01	-5.764716450e-01	-2.589379322e-01	5.130298707e-01	2.093037240e+00	-1.139082893e+00	1.133811440e+00	1.734810331e+00	-3.442759598e+00	-6.668725655e-01	-1.627208404e+00	1.570448149e+00	-4.779624095e-01	1.331123430e+00	8.914910345e-01	2.995347862e-02	6.281151099e-01	1.095139391e-01	-2.992254352e-01	-1.755450359e+00	9.458168566e-01	1.111023053e+00	8.644548427e-01	1.292562879e+00	1.043107047e-01	-8.214129993e-01	1.172139079e-02	-3.276258324e-01	-6.073658217e-01	6.900804873e-01	-3.172494836e-01	1.261644360e-01	2.445675516e+00	-3.913537159e-01	2.218096383e+00	1.120946561e+00	1.862007659e+00	2.982954220e+00
163	-2.031953274e+00	-4.386692065e-01	6.741170145e-01	-2.215337715e+00	2.661897453e-01	2.510497983e-01	-5.764716450e-01	-2.589379322e-01	2.723916598e-01	8.866270437e-01	-9.839555649e-01	1.558821097e+00	1.734810331e+00	-3.442759598e+00	8.766927927e-01	-1.524232434e+00	4.018046536e-01	3.308138809e-01	1.331123430e+00	8.914910345e-01	2.995347862e-02	6.281151099e-01	1.095139391e-01	-2.992254352e-01	-9.727734194e-01	-2.028590906e-01	1.111023053e+00	8.644548427e-01	1.532418558e+00	-4.412891537e-01	-2.274750704e+00	1.649178073e-01	-3.276258324e-01	-6.073658217e-01	6.900804873e-01	-3.172494836e-01	-6.136265927e-01	2.377856394e+00	-3.913537159e-01	2.218096383e+00	1.128494861e+00	1.803222760e+00	2.931717621e+00
164	-7.444778977e-01	9.599738546e-01	-4.061446610e-01	-1.773316927e+00	-2.545284366e-01	-5.943475815e-02	-1.580544209e+00	9.347963480e-02	2.723916598e-01	8.866270437e-01	-1.762692663e+00	5.244163195e-01	1.734810331e+00	-3.442759598e+00	8.766927927e-01	-1.524232434e+00	3.319202892e-01	-1.569992048e-02	1.331123430e+00	8.914910345e-01	-1.384707516e+00	1.020783972e+00	1.095139391e-01	-2.992254352e-01	-6.496072594e-01	1.050790748e+00	1.111023053e+00	8.644548427e-01	2.357511734e+00	6.997166594e-01	-7.173239391e-01	1.436556085e+00	-3.122023130e-01	2.157248070e-01	7.774441656e-01	1.204091775e+00	-6.136265927e-01	2.377856394e+00	-3.913537159e-01	2.218096383e+00	1.150668813e+00	1.885863865e+00	3.036532678e+00
165	-7.444778977e-01	9.599738546e-01	-1.908773384e-01	-1.375426904e+00	-2.545284366e-01	-5.943475815e-02	-2.526376289e+00	-1.106289645e+00	2.723916598e-01	8.866270437e-01	-1.318043596e+00	-8.587235047e-01	1.031423419e-01	-2.286660027e+00	8.766927927e-01	-1.524232434e+00	5.821786321e-01	-5.237308242e-01	1.704348844e+00	-1.089720310e-01	-1.384707516e+00	1.020783972e+00	-8.234867235e-01	1.358638823e+00	-1.270884339e+00	1.646909190e+00	1.111023053e+00	8.644548427e-01	1.062299986e+00	2.275864363e+00	-7.173239391e-01	1.436556085e+00	-3.122023130e-01	2.157248070e-01	-7.329123867e-01	6.415165139e-01	-6.136265927e-01	2.377856394e+00	-3.913537159e-01	2.218096383e+00	1.056243532e+00	1.901275796e+00	2.957519328e+00
166	-7.444778977e-01	9.599738546e-01	-1.908773384e-01	-1.375426904e+00	1.184919813e-01	-7.052706226e-01	-2.526376289e+00	-1.106289645e+00	2.723916598e-01	8.866270437e-01	-1.214735786e+00	-1.164352088e+00	1.031423419e-01	-2.286660027e+00	1.569039606e+00	-8.513359342e-01	5.821786321e-01	-5.237308242e-01	1.014260256e-01	1.567211428e+00	3.825205828e-01	2.023434306e+00	-8.963796102e-01	-1.521089544e-01	-1.893388516e+00	6.192078908e-01	-1.922091980e-01	6.400088852e-01	7.128846949e-01	6.530664460e-01	8.334048904e-01	3.359936272e-01	-3.122023130e-01	2.157248070e-01	-1.582858529e+00	-2.032899221e-01	-6.136265927e-01	2.377856394e+00	-3.913537159e-01	2.218096383e+00	1.013293998e+00	1.573617284e+00	2.586911282e+00
167	1.154208142e+00	-2.237627221e-01	-2.289629634e-01	-3.080526489e+00	1.111797332e+00	3.777554160e-01	-2.526376289e+00	-1.106289645e+00	1.320580164e+00	9.908136669e-01	-9.149563799e-02	-1.267187656e+00	7.618266713e-01	-1.179135971e+00	1.569039606e+00	-8.513359342e-01	1.451076683e+00	-3.541808792e-01	1.014260256e-01	1.567211428e+00	7.146088857e-02	2.843154163e+00	-8.963796102e-01	-1.521089544e-01	-1.893388516e+00	6.192078908e-01	-1.202307088e+00	2.324774349e+00	7.128846949e-01	6.530664460e-01	8.334048904e-01	3.359936272e-01	-3.122023130e-01	2.157248070e-01	-1.696044755e+00	1.275810484e+00	-6.136265927e-01	2.377856394e+00	-3.913537159e-01	2.218096383e+00	1.322966874e+00	2.243646114e+00	3.566612988e+00
168	1.746088161e+00	-8.962856474e-01	-2.289629634e-01	-3.080526489e+00	-2.460090186e-01	-1.273575939e+00	-9.403662497e-01	-2.035558149e+00	6.642280719e-01	1.081204552e+00	-3.800102020e-01	-1.531464715e+00	7.618266713e-01	-1.179135971e+00	1.425560806e-01	-1.559953504e+00	-1.683941263e-01	5.999199028e-01	1.014260256e-01	1.567211428e+00	7.146088857e-02	2.843154163e+00	-8.963796102e-01	-1.521089544e-01	-1.893388516e+00	6.192078908e-01	-1.202307088e+00	2.324774349e+00	7.128846949e-01	6.530664460e-01	8.334048904e-01	3.359936272e-01	7.115837995e-01	5.889182249e-01	-1.696044755e+00	1.275810484e+00	-8.814298311e-01	6.088284301e-01	8.523563932e-01	1.453900020e+00	8.599596347e-01	2.255289122e+00	3.115248757e+00
169	2.067409524e+00	-2.481359396e-01	-2.289629634e-01	-3.080526489e+00	1.320424565e+00	-6.243331852e-01	3.456533781e-01	-2.303674665e+00	6.642280719e-01	1.081204552e+00	-9.018150029e-01	-1.104753764e+00	1.258591157e+00	-6.584212981e-01	1.425560806e-01	-1.559953504e+00	-1.683941263e-01	5.999199028e-01	1.014260256e-01	1.567211428e+00	7.146088857e-02	2.843154163e+00	-8.963796102e-01	-1.521089544e-01	-1.893388516e+00	6.192078908e-01	-1.027844074e+00	9.246422624e-01	7.128846949e-01	6.530664460e-01	8.334048904e-01	3.359936272e-01	9.870717050e-01	2.314146687e+00	-2.455982855e+00	7.961495572e-01	-2.954121766e-01	2.075476739e-01	8.523563932e-01	1.453900020e+00	1.177989372e+00	2.067544965e+00	3.245534337e+00
170	1.306052657e+00	-1.772986197e+00	-2.289629634e-01	-3.080526489e+00	3.176400155e-01	-1.424259641e+00	3.456533781e-01	-2.303674665e+00	6.642280719e-01	1.081204552e+00	-4.990969899e-01	-4.231090366e-01	1.258591157e+00	-6.584212981e-01	1.199203868e+00	1.194157438e-01	-3.890750718e-01	4.152686162e-01	1.014260256e-01	1.567211428e+00	-1.525756525e+00	1.610079950e+00	-8.963796102e-01	-1.521089544e-01	-1.893388516e+00	6.192078908e-01	-1.027844074e+00	9.246422624e-01	7.128846949e-01	6.530664460e-01	8.334048904e-01	3.359936272e-01	9.870717050e-01	2.314146687e+00	-2.476177919e+00	-4.222911681e-01	-2.954121766e-01	2.075476739e-01	1.418631320e+00	-1.634076716e-01	1.201690302e+00	1.719480278e+00	2.921170580e+00
171	-4.174319445e-01	-9.786908267e-01	-2.289629634e-01	-3.080526489e+00	4.719355614e-01	2.209808860e-01	1.420391652e+00	-5.775091821e-01	-1.178177462e-01	1.437140328e+00	-4.990969899e-01	-4.231090366e-01	4.838190616e-01	3.469691495e-01	1.031048549e+00	1.132963117e+00	-1.037773293e+00	-5.573849671e-02	1.014260256e-01	1.567211428e+00	-2.055595608e+00	4.610278739e-03	-8.963796102e-01	-1.521089544e-01	-1.893388516e+00	6.192078908e-01	-1.027844074e+00	9.246422624e-01	-8.861245578e-01	-2.954430964e-01	6.869995721e-02	-4.598192347e-01	9.870717050e-01	2.314146687e+00	-2.476177919e+00	-4.222911681e-01	-2.954121766e-01	2.075476739e-01	1.525776452e+00	-5.751751310e-01	1.254780498e+00	1.220262064e+00	2.475042562e+00
172	3.490160439e-01	-1.287350297e+00	-2.289629634e-01	-3.080526489e+00	4.719355614e-01	2.209808860e-01	1.181886438e+00	-1.346323553e-01	-2.766258969e-03	9.074855025e-01	-2.141710883e-01	3.265192115e-01	4.838190616e-01	3.469691495e-01	1.031048549e+00	1.132963117e+00	-1.037773293e+00	-5.573849671e-02	-6.531238431e-01	4.475695900e-01	-8.483509238e-01	-1.833975697e+00	2.940082133e-01	-3.039598138e-01	-3.373528232e-02	8.111101192e-01	-1.027844074e+00	9.246422624e-01	6.068969809e-01	1.517558797e+00	6.869995721e-02	-4.598192347e-01	9.870717050e-01	2.314146687e+00	-2.476177919e+00	-4.222911681e-01	-1.398533833e+00	2.418612849e-01	-6.185964784e-02	-3.751012815e-01	7.971327214e-01	1.348368905e+00	2.145501626e+00
173	4.189141203e-01	-7.103796612e-01	-1.399844701e+00	-1.889895286e+00	4.719355614e-01	2.209808860e-01	-4.551929907e-01	1.271405362e+00	-4.875572315e-01	2.256103583e-01	-1.763545710e+00	1.387259168e+00	4.838190616e-01	3.469691495e-01	1.031048549e+00	1.132963117e+00	-1.234085758e+00	-1.079337832e+00	-6.531238431e-01	4.475695900e-01	-8.483509238e-01	-1.833975697e+00	2.940082133e-01	-3.039598138e-01	-9.652809063e-01	3.238081336e-01	8.419505157e-01	5.623181606e-01	2.336116165e+00	2.104391965e+00	6.869995721e-02	-4.598192347e-01	9.870717050e-01	2.314146687e+00	-7.622986882e-01	7.459473369e-01	-1.398533833e+00	2.418612849e-01	-6.185964784e-02	-3.751012815e-01	1.029177189e+00	1.255701932e+00	2.284879120e+00
174	1.357957609e+00	3.935387932e-01	-1.399844701e+00	-1.889895286e+00	1.652476240e-01	-1.483183006e+00	-4.551929907e-01	1.271405362e+00	-9.397610758e-01	3.559955868e-02	-1.763545710e+00	1.387259168e+00	4.838190616e-01	3.469691495e-01	1.031048549e+00	1.132963117e+00	-1.234085758e+00	-1.079337832e+00	-6.531238431e-01	4.475695900e-01	-8.483509238e-01	-1.833975697e+00	1.108409499e-01	-7.961548601e-01	-9.652809063e-01	3.238081336e-01	8.419505157e-01	5.623181606e-01	1.551512058e+00	1.263161324e+00	6.869995721e-02	-4.598192347e-01	-6.019131421e-01	2.645821306e+00	-5.215965590e-01	-7.733668471e-01	-1.646957512e+00	1.185099916e+00	-6.185964784e-02	-3.751012815e-01	9.706623284e-01	1.380346999e+00	2.351009327e+00
175	1.357957609e+00	3.935387932e-01	-1.399844701e+00	-1.889895286e+00	1.652476240e-01	-1.483183006e+00	-4.551929907e-01	1.271405362e+00	-9.397610758e-01	3.559955868e-02	-1.683384927e+00	-3.504728726e-01	4.838190616e-01	3.469691495e-01	1.031048549e+00	1.132963117e+00	-1.234085758e+00	-1.079337832e+00	5.017623059e-02	-9.880925531e-01	-1.197210699e+00	-1.720223447e+00	-3.599012404e-01	-9.601478410e-01	-9.652809063e-01	3.238081336e-01	8.419505157e-01	5.623181606e-01	6.436621880e-02	-5.969605675e-01	6.869995721e-02	-4.598192347e-01	3.296142595e-01	2.826858679e+00	5.588985860e-01	-1.091465227e+00	-1.646957512e+00	1.185099916e+00	-1.052619397e+00	-4.741981592e-01	9.015763638e-01	1.344696136e+00	2.246272499e+00
176	1.357957609e+00	3.935387932e-01	-1.395811149e+00	-2.497979460e+00	3.232766033e-01	-1.690128685e+00	-4.551929907e-01	1.271405362e+00	-4.918908517e-01	-4.095450333e-01	-5.534704069e-01	1.522871750e+00	4.838190616e-01	3.469691495e-01	1.031048549e+00	1.132963117e+00	-1.374912526e+00	-5.548210348e-01	-1.690772959e+00	-1.121126669e+00	-2.262438990e-01	1.187897889e-01	-3.599012404e-01	-9.601478410e-01	3.901569122e-01	1.672232396e-01	8.419505157e-01	5.623181606e-01	6.436621880e-02	-5.969605675e-01	-3.409717672e-01	-2.124921076e-01	3.296142595e-01	2.826858679e+00	-1.983375465e-01	-1.759144457e+00	-1.646957512e+00	1.185099916e+00	-1.052619397e+00	-4.741981592e-01	7.914627416e-01	1.536005529e+00	2.327468271e+00
177	-4.572507870e-01	-1.413977419e+00	-1.395811149e+00	-2.497979460e+00	3.232766033e-01	-1.690128685e+00	6.130108063e-01	-4.273786218e-01	7.331395139e-02	-1.012419043e+00	-1.715426651e+00	7.242774294e-01	4.838190616e-01	3.469691495e-01	1.031048549e+00	1.132963117e+00	-9.366982983e-01	1.117010352e-01	-1.690772959e+00	-1.121126669e+00	8.387686223e-03	-8.281576505e-01	-1.696956317e+00	3.551847269e-01	3.901569122e-01	1.672232396e-01	8.419505157e-01	5.623181606e-01	1.117810250e+00	4.368786060e-01	-3.409717672e-01	-2.124921076e-01	9.110835545e-01	1.981300173e+00	2.213946617e-02	-1.201992107e+00	-2.904047543e+00	1.272943257e+00	-1.052619397e+00	-4.741981592e-01	1.304881915e+00	1.205457625e+00	2.510339539e+00
178	-4.572507870e-01	-1.413977419e+00	-2.931617949e+00	-1.402863527e+00	3.304601435e-01	-2.556368599e+00	6.130108063e-01	-4.273786218e-01	7.331395139e-02	-1.012419043e+00	-1.715426651e+00	7.242774294e-01	4.838190616e-01	3.469691495e-01	-3.794336928e-01	-4.420752119e-01	-9.366982983e-01	1.117010352e-01	-1.252041898e+00	6.318247268e-01	8.387686223e-03	-8.281576505e-01	-1.681717163e+00	1.879643586e+00	3.901569122e-01	1.672232396e-01	8.419505157e-01	5.623181606e-01	1.117810250e+00	4.368786060e-01	-1.327618561e+00	4.148441082e-01	4.888807785e-01	6.192445518e-01	2.213946617e-02	-1.201992107e+00	-2.904047543e+00	1.272943257e+00	1.422542412e-01	-1.232968491e+00	1.522710751e+00	1.142848629e+00	2.665559380e+00
179	6.639197651e-01	-2.100508530e+00	-2.931617949e+00	-1.402863527e+00	-3.448190707e-01	-1.374120457e+00	1.911991284e+00	5.375153023e-01	-2.572160453e-01	-6.300731398e-01	-1.746895839e+00	2.163404318e-02	6.136648233e-01	1.464684609e+00	-3.794336928e-01	-4.420752119e-01	-3.040039001e-01	1.406451716e+00	-8.132802502e-01	-9.011644652e-01	4.770051375e-01	-2.174654165e+00	-2.770242421e+00	2.356292605e-01	9.329710548e-01	-5.554828165e-01	-7.136225464e-01	4.586245562e-02	-7.511984406e-01	-1.192191631e+00	-1.327618561e+00	4.148441082e-01	4.888807785e-01	6.192445518e-01	2.213946617e-02	-1.201992107e+00	-2.904047543e+00	1.272943257e+00	1.422542412e-01	-1.232968491e+00	1.875177454e+00	1.287162750e+00	3.162340204e+00
180	-1.149268392e-01	-1.175385782e+00	-2.737144735e+00	-8.915585259e-01	-7.115042520e-01	-6.519630434e-01	1.911991284e+00	5.375153023e-01	-2.572160453e-01	-6.300731398e-01	-1.160038809e+00	-1.472262371e+00	2.200058262e-01	1.037920871e+00	-5.104789541e-01	1.080217795e+00	-3.040039001e-01	1.406451716e+00	-8.132802502e-01	-9.011644652e-01	1.350670526e+00	-1.680476326e+00	-2.388167949e+00	-2.387171444e-01	9.329710548e-01	-5.554828165e-01	-7.136225464e-01	4.586245562e-02	-7.511984406e-01	-1.192191631e+00	-1.327618561e+00	4.148441082e-01	3.216709240e-01	2.323220409e+00	-7.462914967e-01	-2.118575376e-02	-2.367165892e+00	-3.571546221e-01	1.422542412e-01	-1.232968491e+00	1.583007807e+00	1.115996489e+00	2.699004296e+00
181	2.407631535e-01	-4.936786669e-01	-2.737144735e+00	-8.915585259e-01	-5.117965890e-01	4.347292083e-01	6.779363188e-01	1.757102252e-01	-2.572160453e-01	-6.300731398e-01	-1.160038809e+00	-1.472262371e+00	2.200058262e-01	1.037920871e+00	8.684642419e-01	7.785141259e-01	4.601426085e-01	4.168215160e-01	7.260494552e-01	2.131927226e-01	1.647125490e+00	-9.618851235e-01	-1.125775257e+00	1.395252116e+00	1.060994330e+00	3.316969945e-01	5.101833172e-01	-8.489871091e-01	-7.549629811e-01	1.371766728e-01	-1.327618561e+00	4.148441082e-01	2.582938742e-01	1.145143955e+00	-7.462914967e-01	-2.118575376e-02	-4.822364020e-01	-9.472085461e-01	1.428795608e+00	-3.322158386e-01	1.091071373e+00	5.969302094e-01	1.688001583e+00
182	2.407631535e-01	-4.936786669e-01	-2.737144735e+00	-8.915585259e-01	-5.117965890e-01	4.347292083e-01	-8.599770844e-02	9.365142832e-01	-2.572160453e-01	-6.300731398e-01	6.401957125e-02	-1.923065980e+00	-1.565443382e-01	-6.406920105e-01	8.684642419e-01	7.785141259e-01	4.601426085e-01	4.168215160e-01	7.260494552e-01	2.131927226e-01	4.508910776e-01	-2.736581836e-01	-1.503766603e+00	2.094701009e+00	1.060994330e+00	3.316969945e-01	5.101833172e-01	-8.489871091e-01	-7.549629811e-01	1.371766728e-01	-1.327618561e+00	4.148441082e-01	2.582938742e-01	1.145143955e+00	-7.462914967e-01	-2.118575376e-02	-4.822364020e-01	-9.472085461e-01	7.481970364e-01	-1.152408856e+00	8.503151909e-01	8.228505186e-01	1.673165710e+00
183	-1.262851369e+00	-1.742957069e+00	-2.737144735e+00	-8.915585259e-01	-5.117965890e-01	4.347292083e-01	6.978178419e-01	-7.553052210e-02	-2.572160453e-01	-6.300731398e-01	6.401957125e-02	-1.923065980e+00	-1.565443382e-01	-6.406920105e-01	6.800152091e-01	-1.084380684e+00	4.601426085e-01	4.168215160e-01	7.260494552e-01	2.131927226e-01	3.446540774e-01	2.010789528e-01	-1.482080482e+00	1.773337327e+00	1.060994330e+00	3.316969945e-01	3.690901742e-01	-1.001441539e+00	-7.549629811e-01	1.371766728e-01	-1.327618561e+00	4.148441082e-01	-8.392794201e-01	-5.692133985e-01	-7.462914967e-01	-2.118575376e-02	7.902343876e-01	-9.306481395e-01	-6.556654435e-01	-1.669109145e+00	9.678619489e-01	9.196833712e-01	1.887545320e+00
184	-4.133968189e-01	-1.560335960e+00	-2.041051542e+00	-1.853268905e+00	-5.117965890e-01	4.347292083e-01	6.978178419e-01	-7.553052210e-02	-6.035268021e-01	5.250366041e-01	6.401957125e-02	-1.923065980e+00	-1.565443382e-01	-6.406920105e-01	1.100389631e+00	-5.147922481e-02	1.527703823e+00	-6.818495930e-01	2.564867973e-01	8.736028225e-01	3.446540774e-01	2.010789528e-01	-7.970666892e-01	8.001552060e-01	1.374976305e+00	-7.732371691e-01	3.831799268e-01	2.050304190e-01	-7.549629811e-01	1.371766728e-01	-1.327618561e+00	4.148441082e-01	-8.050359296e-01	1.161131709e+00	-7.462914967e-01	-2.118575376e-02	7.902343876e-01	-9.306481395e-01	-6.556654435e-01	-1.669109145e+00	8.236237415e-01	9.095632977e-01	1.733187039e+00
